"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109021179","Wentworth-Balranald Region","A","Annual","2016","2016",120,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109021179","Wentworth-Balranald Region","A","Annual","2016","2016",93,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109031180","Corowa","A","Annual","2016","2016",155,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109031180","Corowa","A","Annual","2016","2016",127,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109031181","Corowa Region","A","Annual","2016","2016",134,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109031181","Corowa Region","A","Annual","2016","2016",140,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109031182","Deniliquin","A","Annual","2016","2016",224,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109031182","Deniliquin","A","Annual","2016","2016",212,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109031183","Deniliquin Region","A","Annual","2016","2016",159,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109031183","Deniliquin Region","A","Annual","2016","2016",124,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109031184","Moama","A","Annual","2016","2016",104,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109031184","Moama","A","Annual","2016","2016",119,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109031185","Tocumwal - Finley - Jerilderie","A","Annual","2016","2016",225,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109031185","Tocumwal - Finley - Jerilderie","A","Annual","2016","2016",188,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110011186","Armidale","A","Annual","2016","2016",1330,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110011186","Armidale","A","Annual","2016","2016",1359,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110011187","Armidale Region - North","A","Annual","2016","2016",106,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110011187","Armidale Region - North","A","Annual","2016","2016",105,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110011188","Armidale Region - South","A","Annual","2016","2016",117,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110011188","Armidale Region - South","A","Annual","2016","2016",118,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110011189","Walcha","A","Annual","2016","2016",80,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110011189","Walcha","A","Annual","2016","2016",72,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110021190","Glen Innes","A","Annual","2016","2016",209,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110021190","Glen Innes","A","Annual","2016","2016",216,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110021191","Inverell","A","Annual","2016","2016",349,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110021191","Inverell","A","Annual","2016","2016",387,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110021192","Inverell Region - East","A","Annual","2016","2016",134,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110021192","Inverell Region - East","A","Annual","2016","2016",102,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110021193","Inverell Region - West","A","Annual","2016","2016",139,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110021193","Inverell Region - West","A","Annual","2016","2016",129,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110021194","Tenterfield","A","Annual","2016","2016",111,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110021194","Tenterfield","A","Annual","2016","2016",121,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110031195","Moree","A","Annual","2016","2016",276,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110031195","Moree","A","Annual","2016","2016",282,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110031196","Moree Region","A","Annual","2016","2016",168,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110031196","Moree Region","A","Annual","2016","2016",160,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110031197","Narrabri","A","Annual","2016","2016",205,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110031197","Narrabri","A","Annual","2016","2016",217,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110031198","Narrabri Region","A","Annual","2016","2016",107,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110031198","Narrabri Region","A","Annual","2016","2016",103,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110041199","Gunnedah","A","Annual","2016","2016",277,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110041199","Gunnedah","A","Annual","2016","2016",272,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110041200","Gunnedah Region","A","Annual","2016","2016",130,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110041200","Gunnedah Region","A","Annual","2016","2016",105,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110041201","Quirindi","A","Annual","2016","2016",190,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110041201","Quirindi","A","Annual","2016","2016",168,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110041202","Tamworth - East","A","Annual","2016","2016",668,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110041202","Tamworth - East","A","Annual","2016","2016",614,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110041203","Tamworth - North","A","Annual","2016","2016",482,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110041203","Tamworth - North","A","Annual","2016","2016",535,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110041204","Tamworth - West","A","Annual","2016","2016",235,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110041204","Tamworth - West","A","Annual","2016","2016",215,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","110041205","Tamworth Region","A","Annual","2016","2016",355,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","110041205","Tamworth Region","A","Annual","2016","2016",368,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011206","Belmont - Bennetts Green","A","Annual","2016","2016",587,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011206","Belmont - Bennetts Green","A","Annual","2016","2016",523,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011207","Belmont South - Blacksmiths","A","Annual","2016","2016",172,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011207","Belmont South - Blacksmiths","A","Annual","2016","2016",154,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011208","Charlestown - Dudley","A","Annual","2016","2016",728,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011208","Charlestown - Dudley","A","Annual","2016","2016",752,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011209","Glendale - Cardiff - Hillsborough","A","Annual","2016","2016",781,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011209","Glendale - Cardiff - Hillsborough","A","Annual","2016","2016",708,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011210","Mount Hutton - Windale","A","Annual","2016","2016",283,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011210","Mount Hutton - Windale","A","Annual","2016","2016",291,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011211","Redhead","A","Annual","2016","2016",86,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011211","Redhead","A","Annual","2016","2016",87,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011212","Swansea - Caves Beach","A","Annual","2016","2016",294,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011212","Swansea - Caves Beach","A","Annual","2016","2016",283,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011213","Valentine - Eleebana","A","Annual","2016","2016",349,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011213","Valentine - Eleebana","A","Annual","2016","2016",267,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111011214","Warners Bay - Boolaroo","A","Annual","2016","2016",413,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111011214","Warners Bay - Boolaroo","A","Annual","2016","2016",399,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111021215","Bolton Point - Teralba","A","Annual","2016","2016",311,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111021215","Bolton Point - Teralba","A","Annual","2016","2016",224,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111021216","Bonnells Bay - Silverwater","A","Annual","2016","2016",251,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111021216","Bonnells Bay - Silverwater","A","Annual","2016","2016",264,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111021217","Edgeworth - Cameron Park","A","Annual","2016","2016",449,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111021217","Edgeworth - Cameron Park","A","Annual","2016","2016",444,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111021218","Morisset - Cooranbong","A","Annual","2016","2016",472,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111021218","Morisset - Cooranbong","A","Annual","2016","2016",478,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111021219","Toronto - Awaba","A","Annual","2016","2016",392,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111021219","Toronto - Awaba","A","Annual","2016","2016",374,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","111021220","Wangi Wangi - Rathmines","A","Annual","2016","2016",242,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","111021220","Wangi Wangi - Rathmines","A","Annual","2016","2016",204,,
